City,Town,Level,ID,Name,Mark,Address,Tel,IP
新北市,瑞芳區,國小,14693,市立猴硐國小,偏遠,[224]新北市瑞芳區弓橋里九芎橋路69-1號,(02)24960450,http://www.htes.ntpc.edu.tw
新北市,瑞芳區,國小,14694,市立瑞亭國小,偏遠,[224]新北市瑞芳區四腳亭埔路23號,(02)24971726,http://www.rtes.ntpc.edu.tw
新北市,瑞芳區,國小,14695,市立吉慶國小,偏遠,[224]新北市瑞芳區吉安里大埔路95號,(02)24576405,http://163.20.53.66/
新北市,瑞芳區,國小,14696,市立鼻頭國小,偏遠,[224]新北市瑞芳區鼻頭里鼻頭路99號,(02)24911571,http://www.pitoues.ntpc.edu.tw
新北市,雙溪區,國小,14697,市立雙溪國小,偏遠,[227]新北市雙溪區共和里東榮街54號,(02)24931005,http://www.sses.ntpc.edu.tw
新北市,雙溪區,國小,14698,市立柑林國小,偏遠,[227]新北市雙溪區長源里柑腳3號,(02)24931624,http://www.gles.ntpc.edu.tw
新北市,雙溪區,國小,14699,市立上林國小,偏遠,[227]新北市雙溪區上林里內平林60號,(02)24931671,http://www.ulps.ntpc.edu.tw
新北市,雙溪區,國小,14700,市立牡丹國小,偏遠,[227]新北市雙溪區三貂里政光路3號,(02)24931240,http://www.mdps.ntpc.edu.tw
新北市,貢寮區,國小,14702,市立貢寮國小,偏遠,[228]新北市貢寮區雙玉里學苑街7號,(02)24941274,http://www.kles.ntpc.edu.tw
新北市,貢寮區,國小,14703,市立福隆國小,偏遠,[228]新北市貢寮區福隆里東興街35號,(02)24991449,http://www.flps.ntpc.edu.tw
新北市,貢寮區,國小,14704,市立澳底國小,偏遠,[228]新北市貢寮區真理里延平街10號,(02)24901432,http://www.auti.ntpc.edu.tw
新北市,貢寮區,國小,14706,市立和美國小,偏遠,[228]新北市貢寮區和美里龍洞街1之9號,(02)24909431,http://www.hmps.ntpc.edu.tw
新北市,貢寮區,國小,14708,市立福連國小,偏遠,[228]新北市貢寮區福連里福連街1號,(02)24991194,http://www.fulps.ntpc.edu.tw
新北市,平溪區,國小,14709,市立平溪國小,偏遠,[226]新北市平溪區平溪街56號,(02)24951038,http://www.pses.ntpc.edu.tw
新北市,平溪區,國小,14710,市立菁桐國小,偏遠,[226]新北市平溪區菁桐街45號,(02)24951009,http://163.20.51.193/html
新北市,平溪區,國小,14711,市立十分國小,偏遠,[226]新北市平溪區十分里十分街157號,(02)24958305,http://www.tsfes.ntpc.edu.tw
新北市,淡水區,國小,14713,市立育英國小,偏遠,[251]新北市淡水區埤島里14號,(02)26214390,http://www.yies.ntpc.edu.tw
新北市,淡水區,國小,14716,市立水源國小,偏遠,[251]新北市淡水區水源里北新路二段15號,(02)26211347,http://www.hyes.ntpc.edu.tw
新北市,淡水區,國小,14717,市立興仁國小,偏遠,[251]新北市淡水區興仁路101巷10號,(02)26213783,http://www.shrens.ntpc.edu.tw
新北市,淡水區,國小,14718,市立忠山國小,偏遠,[251]新北市淡水區忠山里椿子林16之8號,(02)26216139,http://www.tcses.ntpc.edu.tw
新北市,淡水區,國小,14719,市立屯山國小,偏遠,[251]新北市淡水區淡金路五段111號,(02)28012591,http://www.ttses.ntpc.edu.tw
新北市,淡水區,國小,14720,市立中泰國小,偏遠,[251]新北市淡水區中和里北勢子5號,(02)28012033,http://www.ctps.ntpc.edu.tw
新北市,淡水區,國小,14721,市立坪頂國小,偏遠,[251]新北市淡水區坪頂里小坪頂18號,(02)86263105,http://www.pdes.ntpc.edu.tw
新北市,石門區,國小,14723,市立石門國小,偏遠,[253]新北市石門區尖鹿里中央路9號,(02)26381263,http://www.smes.ntpc.edu.tw
新北市,石門區,國小,14724,市立乾華國小,偏遠,[253]新北市石門區茂林里茂林社區74號,(02)26381269,http://163.20.136.16
新北市,石門區,國小,14725,市立老梅國小,偏遠,[253]新北市石門區老梅里老梅路10號,(02)26381258,http://www.lmes.ntpc.edu.tw
新北市,三芝區,國小,14726,市立三芝國小,偏遠,[252]新北市三芝區埔頭里育英街22號,(02)26362005,http://www.sces.ntpc.edu.tw
新北市,三芝區,國小,14727,市立橫山國小,偏遠,[252]新北市三芝區橫山里86號,(02)26362473,http://www.hses.ntpc.edu.tw
新北市,三芝區,國小,14728,市立興華國小,偏遠,[252]新北市三芝區興華里5號,(02)26371366,http://www.hhes.ntpc.edu.tw
新北市,八里區,國小,14747,市立長坑國小,偏遠,[249]新北市八里區長坑里長坑口12鄰25號,(02)26102037,http://www.ckes.ntpc.edu.tw
新北市,林口區,國小,14750,市立南勢國小,偏遠,[244]新北市林口區南勢里南勢街215號,(02)26091020,http://www.nses.ntpc.edu.tw
新北市,林口區,國小,14751,市立嘉寶國小,偏遠,[244]新北市林口區嘉寶里22號,(02)26052716,http://www.jbes.ntpc.edu.tw
新北市,林口區,國小,14752,市立瑞平國小,偏遠,[244]新北市林口區太平里後坑路34之1號,(02)26052779,http://www.rpes.ntpc.edu.tw
新北市,林口區,國小,14753,市立興福國小,偏遠,[244]新北市林口區下福里20鄰一○之一號,(02)26062895,http://www.hfps.ntpc.edu.tw
新北市,金山區,國小,14780,市立金美國小,偏遠,[208]新北市金山區忠孝一路111號,(02)24986503,http://www.gmes.ntpc.edu.tw
