City,Town,Level,ID,Name,Mark,Address,Tel,IP
新北市,瑞芳區,國小,14693,市立猴硐國小,偏遠,[224]新北市瑞芳區弓橋里九芎橋路69-1號,(02)24960450,http://www.htes.ntpc.edu.tw
新北市,瑞芳區,國小,14694,市立瑞亭國小,偏遠,[224]新北市瑞芳區四腳亭埔路23號,(02)24971726,http://www.rtes.ntpc.edu.tw
新北市,瑞芳區,國小,14695,市立吉慶國小,偏遠,[224]新北市瑞芳區吉安里大埔路95號,(02)24576405,http://163.20.53.66/
新北市,瑞芳區,國小,14696,市立鼻頭國小,偏遠,[224]新北市瑞芳區鼻頭里鼻頭路99號,(02)24911571,http://www.pitoues.ntpc.edu.tw
新北市,雙溪區,國小,14697,市立雙溪國小,偏遠,[227]新北市雙溪區共和里東榮街54號,(02)24931005,http://www.sses.ntpc.edu.tw
新北市,雙溪區,國小,14698,市立柑林國小,偏遠,[227]新北市雙溪區長源里柑腳3號,(02)24931624,http://www.gles.ntpc.edu.tw
新北市,雙溪區,國小,14699,市立上林國小,偏遠,[227]新北市雙溪區上林里內平林60號,(02)24931671,http://www.ulps.ntpc.edu.tw
新北市,雙溪區,國小,14700,市立牡丹國小,偏遠,[227]新北市雙溪區三貂里政光路3號,(02)24931240,http://www.mdps.ntpc.edu.tw
新北市,貢寮區,國小,14702,市立貢寮國小,偏遠,[228]新北市貢寮區雙玉里學苑街7號,(02)24941274,http://www.kles.ntpc.edu.tw
新北市,貢寮區,國小,14703,市立福隆國小,偏遠,[228]新北市貢寮區福隆里東興街35號,(02)24991449,http://www.flps.ntpc.edu.tw
新北市,貢寮區,國小,14704,市立澳底國小,偏遠,[228]新北市貢寮區真理里延平街10號,(02)24901432,http://www.auti.ntpc.edu.tw
新北市,貢寮區,國小,14706,市立和美國小,偏遠,[228]新北市貢寮區和美里龍洞街1之9號,(02)24909431,http://www.hmps.ntpc.edu.tw
新北市,貢寮區,國小,14708,市立福連國小,偏遠,[228]新北市貢寮區福連里福連街1號,(02)24991194,http://www.fulps.ntpc.edu.tw
新北市,平溪區,國小,14709,市立平溪國小,偏遠,[226]新北市平溪區平溪街56號,(02)24951038,http://www.pses.ntpc.edu.tw
新北市,平溪區,國小,14710,市立菁桐國小,偏遠,[226]新北市平溪區菁桐街45號,(02)24951009,http://163.20.51.193/html
新北市,平溪區,國小,14711,市立十分國小,偏遠,[226]新北市平溪區十分里十分街157號,(02)24958305,http://www.tsfes.ntpc.edu.tw
新北市,淡水區,國小,14713,市立育英國小,偏遠,[251]新北市淡水區埤島里14號,(02)26214390,http://www.yies.ntpc.edu.tw
新北市,淡水區,國小,14716,市立水源國小,偏遠,[251]新北市淡水區水源里北新路二段15號,(02)26211347,http://www.hyes.ntpc.edu.tw
新北市,淡水區,國小,14717,市立興仁國小,偏遠,[251]新北市淡水區興仁路101巷10號,(02)26213783,http://www.shrens.ntpc.edu.tw
新北市,淡水區,國小,14718,市立忠山國小,偏遠,[251]新北市淡水區忠山里椿子林16之8號,(02)26216139,http://www.tcses.ntpc.edu.tw
新北市,淡水區,國小,14719,市立屯山國小,偏遠,[251]新北市淡水區淡金路五段111號,(02)28012591,http://www.ttses.ntpc.edu.tw
新北市,淡水區,國小,14720,市立中泰國小,偏遠,[251]新北市淡水區中和里北勢子5號,(02)28012033,http://www.ctps.ntpc.edu.tw
新北市,淡水區,國小,14721,市立坪頂國小,偏遠,[251]新北市淡水區坪頂里小坪頂18號,(02)86263105,http://www.pdes.ntpc.edu.tw
新北市,石門區,國小,14723,市立石門國小,偏遠,[253]新北市石門區尖鹿里中央路9號,(02)26381263,http://www.smes.ntpc.edu.tw
新北市,石門區,國小,14724,市立乾華國小,偏遠,[253]新北市石門區茂林里茂林社區74號,(02)26381269,http://163.20.136.16
新北市,石門區,國小,14725,市立老梅國小,偏遠,[253]新北市石門區老梅里老梅路10號,(02)26381258,http://www.lmes.ntpc.edu.tw
新北市,三芝區,國小,14726,市立三芝國小,偏遠,[252]新北市三芝區埔頭里育英街22號,(02)26362005,http://www.sces.ntpc.edu.tw
新北市,三芝區,國小,14727,市立橫山國小,偏遠,[252]新北市三芝區橫山里86號,(02)26362473,http://www.hses.ntpc.edu.tw
新北市,三芝區,國小,14728,市立興華國小,偏遠,[252]新北市三芝區興華里5號,(02)26371366,http://www.hhes.ntpc.edu.tw
新北市,八里區,國小,14747,市立長坑國小,偏遠,[249]新北市八里區長坑里長坑口12鄰25號,(02)26102037,http://www.ckes.ntpc.edu.tw
新北市,林口區,國小,14750,市立南勢國小,偏遠,[244]新北市林口區南勢里南勢街215號,(02)26091020,http://www.nses.ntpc.edu.tw
新北市,林口區,國小,14751,市立嘉寶國小,偏遠,[244]新北市林口區嘉寶里22號,(02)26052716,http://www.jbes.ntpc.edu.tw
新北市,林口區,國小,14752,市立瑞平國小,偏遠,[244]新北市林口區太平里後坑路34之1號,(02)26052779,http://www.rpes.ntpc.edu.tw
新北市,林口區,國小,14753,市立興福國小,偏遠,[244]新北市林口區下福里20鄰一○之一號,(02)26062895,http://www.hfps.ntpc.edu.tw
新北市,金山區,國小,14780,市立金美國小,偏遠,[208]新北市金山區忠孝一路111號,(02)24986503,http://www.gmes.ntpc.edu.tw
桃園市,蘆竹區,國小,34618,市立外社國小,偏遠,[338]桃園市蘆竹區山林路二段525號,(03)3241874,http://www.wses.tyc.edu.tw
桃園市,蘆竹區,國小,34619,市立頂社國小,偏遠,[338]桃園市蘆竹區山林路三段232號,(03)3241182,http://www.dises.tyc.edu.tw
桃園市,大園區,國小,34626,市立內海國小,偏遠,[337]桃園市大園區內海里一鄰18之1號,(03)3862844,http://www.nhes.tyc.edu.tw
桃園市,大園區,國小,34631,市立后厝國小,偏遠,[337]桃園市大園區國際路二段147號,(03)3869583,http://www.htes.tyc.edu.tw
桃園市,大園區,國小,34632,市立沙崙國小,偏遠,[337]桃園市大園區沙崙里九鄰75號之2,(03)3835072,http://www.sales.tyc.edu.tw
桃園市,大園區,國小,34635,市立陳康國小,偏遠,[337]桃園市大園區建國八村151號,(03)3811092,http://www.ckps.tyc.edu.tw
桃園市,龜山區,國小,34640,市立大埔國小,偏遠,[333]桃園市龜山區舊路里18之2號,(03)3298329,http://www.dpps.tyc.edu.tw
桃園市,龜山區,國小,34641,市立大坑國小,偏遠,[333]桃園市龜山區大坑里四鄰23號,(03)3252430,http://www.dkes.tyc.edu.tw
桃園市,龜山區,國小,34643,市立龍壽國小,偏遠,[333]桃園市龜山區龍壽里龍校街30號,(03)3296554,http://www.lnses.tyc.edu.tw
桃園市,大溪區,國小,34655,市立美華國小,偏遠,[335]桃園市大溪區金山路50號,(03)3882403,http://www.mhes.tyc.edu.tw
桃園市,大溪區,國小,34658,市立百吉國小,偏遠,[335]桃園市大溪區復興里百吉2號,(03)3883956,http://www.pces.tyc.edu.tw
桃園市,大溪區,國小,34659,市立瑞祥國小,偏遠,[335]桃園市大溪區瑞源里59號,(03)3801197,http://www.rhes.tyc.edu.tw
桃園市,大溪區,國小,34660,市立中興國小,偏遠,[335]桃園市大溪區瑞興里一鄰大鶯路1125號,(03)3801394,http://www.ches.tyc.edu.tw
桃園市,大溪區,國小,34665,市立永福國小,偏遠,[335]桃園市大溪區永福里信義路十二鄰1165號,(03)3883709,http://www.yfes.tyc.edu.tw
桃園市,楊梅區,國小,34694,市立瑞原國小,偏遠,[326]桃園市楊梅區瑞原里七鄰60號,(03)4723280,http://www.ryes.tyc.edu.tw
桃園市,新屋區,國小,34702,市立啟文國小,偏遠,[327]桃園市新屋區清華里三鄰62號,(03)4772077,http://www.kves.tyc.edu.tw
桃園市,新屋區,國小,34706,市立笨港國小,偏遠,[327]桃園市新屋區笨港里二鄰1之1號,(03)4769113,http://www.bges.tyc.edu.tw
桃園市,新屋區,國小,34707,市立北湖國小,偏遠,[327]桃園市新屋區石牌里3鄰32號,(03)4862415,http://www.phps.tyc.edu.tw
桃園市,新屋區,國小,34709,市立蚵間國小,偏遠,[327]桃園市新屋區後庄里三鄰40號,(03)4768413,http://www.kces.tyc.edu.tw
桃園市,新屋區,國小,34710,市立社子國小,偏遠,[327]桃園市新屋區社子里七鄰3之1號,(03)4772444,http://www.szes.tyc.edu.tw
桃園市,觀音區,國小,34713,市立大潭國小,偏遠,[328]桃園市觀音區大潭里濱海路大潭段687號,(03)4732087,http://www.tates.tyc.edu.tw
桃園市,觀音區,國小,34714,市立保生國小,偏遠,[328]桃園市觀音區保生里十四鄰5號,(03)4732054,http://www.bses.tyc.edu.tw
桃園市,觀音區,國小,34718,市立育仁國小,偏遠,[328]桃園市觀音區坑尾里四鄰23之1號,(03)4732720,http://www.yres.tyc.edu.tw
桃園市,觀音區,國小,34721,市立樹林國小,偏遠,[328]桃園市觀音區樹林里新里路二段12號,(03)4830414,http://www.sles.tyc.edu.tw
桃園市,龍潭區,國小,34728,市立三和國小,偏遠,[325]桃園市龍潭區三和里直坑39號,(03)4792154,http://163.30.184.1
桃園市,復興區,國小,34730,市立介壽國小,偏遠,[336]桃園市復興區澤仁里中正路33號,(03)3822364,http://www.jses.tyc.edu.tw
桃園市,復興區,國小,34731,市立三民國小,偏遠,[336]桃園市復興區三民里十一鄰57號,(03)3825294,http://www.sames.tyc.edu.tw
桃園市,復興區,國小,34732,市立義盛國小,偏遠,[336]桃園市復興區義盛里一鄰11號,(03)3822787,http://www.ysps.tyc.edu.tw
桃園市,復興區,國小,34733,市立霞雲國小,偏遠,[336]桃園市復興區霞雲里六鄰14號,(03)3822224,http://www.hyps.tyc.edu.tw
桃園市,復興區,國小,34734,市立奎輝國小,偏遠,[336]桃園市復興區奎輝里三鄰25號,(03)3822177,http://163.30.109.57
桃園市,復興區,國小,34735,市立光華國小,偏遠,[336]桃園市復興區華陵里四鄰12號,(03)3912325,http://www.khes.tyc.edu.tw
桃園市,復興區,國小,34736,市立高義國小,偏遠,[336]桃園市復興區高義里三鄰28號,(03)2728430,http://www.gyes.tyc.edu.tw
桃園市,復興區,國小,34737,市立長興國小,偏遠,[336]桃園市復興區長興里十六鄰頭角43號,(03)3822178,http://www.cses.tyc.edu.tw/
桃園市,復興區,國小,34738,市立三光國小,偏遠,[336]桃園市復興區三光里六鄰7號,(03)3912230,http://www.skes.tyc.edu.tw
桃園市,復興區,國小,34740,市立羅浮國小,偏遠,[336]桃園市復興區羅浮里三鄰16號,(03)3822269,http://163.30.110.180
桃園市,復興區,國小,34741,市立巴崚國小,偏遠,[336]桃園市復興區華陵里九鄰75號,(03)3912131,http://163.30.110.231
臺中市,后里區,國小,64614,市立后里區泰安國小,偏遠,[421]臺中市后里區泰安里安眉路5號,(04)25562364,http://www.taps.tc.edu.tw
臺中市,大雅區,國小,64625,市立陽明國小,偏遠,[428]臺中市大雅區秀山里秀山路365號,(04)25661554,http://www.ymies.tc.edu.tw
臺中市,外埔區,國小,64631,市立安定國小,偏遠,[438]臺中市外埔區土城里土城西路55號,(04)26831446,http://www.ades.tc.edu.tw
臺中市,外埔區,國小,64632,市立鐵山國小,偏遠,[438]臺中市外埔區鐵山里長生路576號,(04)26835033,http://www.tsps.tc.edu.tw
臺中市,外埔區,國小,64633,市立馬鳴國小,偏遠,[438]臺中市外埔區中山里東西巷13號,(04)26834114,http://www.mmps.tc.edu.tw
臺中市,外埔區,國小,64634,市立水美國小,偏遠,[438]臺中市外埔區水美里二崁路390巷63號,(04)26876508,http://www.smes.tc.edu.tw
臺中市,東勢區,國小,64637,市立石城國小,偏遠,[423]臺中市東勢區茂興里石城街182巷26號,(04)25873152,http://www.sches.tc.edu.tw
臺中市,東勢區,國小,64638,市立東勢區成功國小,偏遠,[423]臺中市東勢區慶東里東關路298號,(04)25852040,http://www.ckaps.tc.edu.tw
臺中市,東勢區,國小,64639,市立石角國小,偏遠,[423]臺中市東勢區東坑路西盛巷22號,(04)25873011,http://www.sjps.tc.edu.tw
臺中市,東勢區,國小,64640,市立中科國小,偏遠,[423]臺中市東勢區東崎路4段92巷16號,(04)25872534,http://www.ckees.tc.edu.tw
臺中市,東勢區,國小,64641,市立新成國小,偏遠,[423]臺中市東勢區東關路367巷40號,(04)25853447,http://tw.school.uschoolnet.com/?id=es00001246
臺中市,東勢區,國小,64642,市立明正國小,偏遠,[423]臺中市東勢區明正里東蘭路永盛巷57-1號,(04)25874455,http://tw.school.uschoolnet.com/?id=es00001243
臺中市,新社區,國小,64646,市立新社區東興國小,偏遠,[426]臺中市新社區東興里興社街一段國校巷13號,(04)25811467,http://www.dxps.tc.edu.tw
臺中市,新社區,國小,64648,市立協成國小,偏遠,[426]臺中市新社區協成里興義街219號,(04)25813437,http://163.17.161.129
臺中市,新社區,國小,64649,市立大林國小,偏遠,[426]臺中市新社區福興里美林38號,(04)25941995,http://www.dles.tc.edu.tw
臺中市,新社區,國小,64650,市立崑山國小,偏遠,[426]臺中市新社區崑山里崑南街崑崙巷5-2號,(04)25812496,http://www.ksps.tc.edu.tw
臺中市,新社區,國小,64651,市立中和國小,特偏,[426]臺中市新社區中和里中興街129號,(04)25931001,http://www.ches.tc.edu.tw
臺中市,清水區,國小,64659,市立大楊國小,偏遠,[436]臺中市清水區楊厝里鱉海路325號,(04)26200634,http://web.dayes.tc.edu.tw/drupal
臺中市,清水區,國小,64660,市立東山國小,偏遠,[436]臺中市清水區東山里神清路6之1號,(04)26200517,http://www.dsps.tc.edu.tw
臺中市,梧棲區,國小,64662,市立梧南國小,偏遠,[435]臺中市梧棲區草湳里梧南路50號,(04)26391661,http://www.wnps.tc.edu.tw
臺中市,大甲區,國小,64666,市立德化國小,偏遠,[437]臺中市大甲區和平路290號,(04)26874602,http://www.dwps.tc.edu.tw
臺中市,大甲區,國小,64669,市立文武國小,偏遠,[437]臺中市大甲區武陵里文曲路61號,(04)26710928,http://www.wwps.tc.edu.tw
臺中市,大甲區,國小,64671,市立東明國小,偏遠,[437]臺中市大甲區幸福里東明路93號,(04)26814404,http://www.dmes.tc.edu.tw
臺中市,大甲區,國小,64674,市立東陽國小,偏遠,[437]臺中市大甲區甲東路520號,(04)26876823,http://www.dyaes.tc.edu.tw
臺中市,大安區,國小,64683,市立三光國小,偏遠,[439]臺中市大安區龜殼里3鄰中松路297號,(04)26710148,http://www.skps.tc.edu.tw
臺中市,大安區,國小,64685,市立大安區永安國小,偏遠,[439]臺中市大安區永安里東西四路252號,(04)26874931,http://163.17.112.131
臺中市,龍井區,國小,64690,市立龍港國小,偏遠,[434]臺中市龍井區麗水里三港路1號,(04)26395586,http://www.lgps.tc.edu.tw
臺中市,烏日區,國小,64697,市立溪尾國小,特偏,[414]臺中市烏日區溪尾里溪岸路26號,(049)2523020,http://sfs.cwps.tc.edu.tw/school/web/index.php
臺中市,大肚區,國小,64702,市立永順國小,偏遠,[432]臺中市大肚區永順里文昌路2段586號,(04)26992461,http://163.17.192.129/new/web/index.php
臺中市,霧峰區,國小,64717,市立峰谷國小,偏遠,[413]臺中市霧峰區峰谷里峰谷路496號,(04)23399271,http://www.fgps.tc.edu.tw
臺中市,霧峰區,國小,64718,市立桐林國小,偏遠,[413]臺中市霧峰區民生路675號,(04)23304311,http://www.tles.tc.edu.tw
臺中市,霧峰區,國小,64720,市立霧峰區光正國小,偏遠,[413]臺中市霧峰區豐正路566號,(04)23398687,http://www.kces.tc.edu.tw
臺中市,太平區,國小,64726,市立黃竹國小,偏遠,[411]臺中市太平區黃竹里竹村路41號,(04)22715933,http://www.hjes.tc.edu.tw
臺中市,太平區,國小,64728,市立東汴國小,偏遠,[411]臺中市太平區東汴里山田路100號,(04)22702664,http://www.dbes.tc.edu.tw
臺中市,和平區,國小,64729,市立和平區和平國小,偏遠,[424]臺中市和平區南勢里東關路三段54號,(04)25941304,http://www.hpps.tc.edu.tw
臺中市,新社區,國小,64730,市立福民國小,特偏,[426]臺中市新社區福興里福民16-7號,(04)25941147,http://163.17.150.1
臺中市,和平區,國小,64731,市立白冷國小,偏遠,[424]臺中市和平區天輪里天輪巷42號,(04)25941184,http://www.plps.tc.edu.tw
臺中市,和平區,國小,64732,市立達觀國小,特偏,[424]臺中市和平區達觀里育英巷6號,(04)25911487,http://163.17.150.129
臺中市,和平區,國小,64733,市立中坑國小,偏遠,[424]臺中市和平區中坑里中坑巷41號,(04)25874992,http://163.17.203.2
臺中市,和平區,國小,64734,市立平等國小,特偏,[424]臺中市和平區中興路三段環山3巷35號,(04)25802204,http://www.pdes.tc.edu.tw
臺中市,和平區,國小,64735,市立博愛國小,偏遠,[424]臺中市和平區博愛里東關路一段松鶴三巷10號,(04)25943446,http://www.baes.tc.edu.tw
臺中市,和平區,國小,64736,市立自由國小,特偏,[424]臺中市和平區自由里東崎路二段49號,(04)25911342,http://www.yyps.tc.edu.tw
臺中市,和平區,國小,64737,市立梨山國(中)小,特偏,[424]臺中市和平區梨山里福壽路10號,(04)25981510,http://www.lses.tc.edu.tw
臺中市,清水區,國小,64739,市立?榔國小,偏遠,[436]臺中市清水區中央路23-12號,(04)26562684,http://www.klnes.tc.edu.tw
臺中市,清水區,國小,64754,市立吳厝國小,偏遠,[436]臺中市清水區吳厝里吳厝路35號,(04)26200864,http://www.wtes.tc.edu.tw
臺中市,大肚區,國小,64755,市立山陽國小,偏遠,[432]臺中市大肚區榮華街630號,(04)26983117,http://www.syps.tc.edu.tw
臺中市,大肚區,國小,64761,市立瑞井國小,偏遠,[432]臺中市大肚區瑞井里華山路680號,(04)26912550,http://www.rjps.tc.edu.tw
臺中市,西屯區,國小,193622,市立西屯區泰安國小,偏遠,[407]臺中市西屯區廣福路150巷99號,(04)27017045,http://www.taes.tc.edu.tw
臺中市,南屯區,國小,193630,市立春安國小,偏遠,[408]臺中市南屯區春安路109號,(04)23894408,http://www.caes.tc.edu.tw
臺中市,北屯區,國小,193637,市立北屯區大坑國小,偏遠,[406]臺中市北屯區東山路二段112號,(04)22390748,http://www.dkes.tc.edu.tw
臺中市,北屯區,國小,193638,市立逢甲國小,偏遠,[406]臺中市北屯區北坑巷60號,(04)22390047,http://www.fjes.tc.edu.tw
臺中市,北屯區,國小,193640,市立北屯區新興國小,偏遠,[406]臺中市北屯區新興路20號,(04)24258514,http://140.128.215.1
臺中市,西屯區,國小,193650,市立國安國小,偏遠,[407]臺中市西屯區國祥街1號,(04)24621681,http://www.gaes.tc.edu.tw
臺南市,仁德區,國小,114602,市立文賢國小,偏遠,[717]臺南市仁德區保安里文賢路一段886號,(06)2661260,http://www.wsps.tn.edu.tw/~w/
臺南市,仁德區,國小,114604,市立依仁國小,偏遠,[717]臺南市仁德區中洲里港墘3號,(06)2662108,http://www.yres.tnc.edu.tw
臺南市,仁德區,國小,114606,市立仁和國小,偏遠,[717]臺南市仁德區仁愛里保仁路68號,(06)2681927,http://www.rhes.tn.edu.tw
臺南市,仁德區,國小,114608,市立虎山國小,偏遠,[717]臺南市仁德區成功里虎山一街100號,(06)2661490,http://www.hsps.tn.edu.tw
臺南市,關廟區,國小,114615,市立保東國小,偏遠,[718]臺南市關廟區埤頭里關新路一段776號,(06)5952344,http://www.bdes.tnc.edu.tw
臺南市,關廟區,國小,114616,市立崇和國小,偏遠,[718]臺南市關廟區田中里南雄南路568號,(06)5551040,http://www.chees.tn.edu.tw
臺南市,關廟區,國小,114617,市立文和國小,偏遠,[718]臺南市關廟區布袋里長文街37號,(06)5551937,http://www.whps.tn.edu.tw
臺南市,關廟區,國小,114618,市立深坑國小,偏遠,[718]臺南市關廟區南雄路一段487號,(06)5952409,http://www.skps.tn.edu.tw
臺南市,關廟區,國小,114619,市立新光國小,偏遠,[718]臺南市關廟區新光街76號,(06)5952419,http://163.26.96.1
臺南市,龍崎區,國小,114620,市立龍崎國小,偏遠,[719]臺南市龍崎區崎頂里新市子41號,(06)5941204,http://www.lces.tn.edu.tw
臺南市,新化區,國小,114632,市立口碑國小,偏遠,[712]臺南市新化區知義里口埤88號,(06)5901445,http://www.kbes.tn.edu.tw
臺南市,玉井區,國小,114637,市立層林國小,偏遠,[714]臺南市玉井區層林里115號,(06)5743574,http://www.tles.tn.edu.tw/
臺南市,南化區,國小,114639,市立南化國小,偏遠,[716]臺南市南化區南化里17號,(06)5771118,http://www.nhes.tn.edu.tw
臺南市,南化區,國小,114640,市立北寮國小,偏遠,[716]臺南市南化區北寮里110之27號,(06)5772215,http://www.bles.tn.edu.tw
臺南市,南化區,國小,114641,市立西埔國小,偏遠,[716]臺南市南化區西埔里117號,(06)5771240,http://www.spes.tn.edu.tw
臺南市,南化區,國小,114642,市立玉山國小,偏遠,[716]臺南市南化區玉山里48之1號,(06)5772072,http://www.ysps.tn.edu.tw
臺南市,南化區,國小,114643,市立瑞峰國小,特偏,[716]臺南市南化區關山里96號,(06)5770093,http://www.rfes.tnc.edu.tw
臺南市,左鎮區,國小,114644,市立左鎮國小,偏遠,[713]臺南市左鎮區中正里7號,(06)5731019,http://www.tjes.tnc.edu.tw
臺南市,左鎮區,國小,114646,市立光榮國小,偏遠,[713]臺南市左鎮區榮和里61之1號,(06)5731658,http://www.gres.tn.edu.tw
臺南市,善化區,國小,114652,市立善糖國小,偏遠,[741]臺南市善化區溪美里245號,(06)5817304,http://www.staes.tn.edu.tw
臺南市,麻豆區,國小,114661,市立文正國小,偏遠,[721]臺南市麻豆區南勢里86號,(06)5722168,http://www.wjps.tn.edu.tw
臺南市,麻豆區,國小,114663,市立安業國小,偏遠,[721]臺南市麻豆區安東里113號,(06)5722261,http://www.ayes.tn.edu.tw
臺南市,麻豆區,國小,114664,市立北勢國小,偏遠,[721]臺南市麻豆區北勢里15號,(06)5722844,http://www.bses.tn.edu.tw
臺南市,麻豆區,國小,114665,市立港尾國小,偏遠,[721]臺南市麻豆區港尾里港尾9號,(06)5701341,http://www.gwes.tn.edu.tw
